CustomerID,ProductID,Product,Category,Quantity,Date,Time,Price 
10161,702,Handcrafted Italian Leather Formal Shoes,Shoes,5,01-01-2025,13:06:21,60300
45920,712,Custom Leather Dress Boots,Shoes,3,01-01-2025,12:12:16,61300
54974,723,Swiss Chronograph Automatic Watch Unit,Watches,1,01-01-2025,11:59:07,62400
13556,731,Solid Oak Dining Set (8-Seater),Furniture,5,01-01-2025,10:57:40,63200
57191,735,Professional Cinema Camera Bundle,Electronics,1,01-01-2025,09:28:10,63600
16265,740,Rare Book Collection Folio Set,Books,1,01-01-2025,09:15:04,64100
12747,749,Commercial Gym Incline Treadmill,Sports,3,01-01-2025,10:31:54,65000
10206,100,Microfiber Cleaning Cloth Pack,Home Decor,2,02-01-2025,11:10:07,100
49504,106,Matte Liquid Lipstick,Beauty,3,02-01-2025,09:23:42,700
15530,107,Classic Paperback Novel,Books,3,02-01-2025,13:46:36,800
16776,111,Silver-Plated Hoop Earrings,Jewellery,2,02-01-2025,13:28:12,1200
28141,120,Sterling Silver Pendant Necklace,Jewellery,4,02-01-2025,11:39:53,2100
48952,127,Professional Hair Dryer,Beauty,3,02-01-2025,09:52:03,2800
58190,129,Smart Fitness Tracker,Electronics,5,02-01-2025,09:06:55,3000
19914,131,Brass Wall Art Sculpture,Home Decor,2,02-01-2025,11:59:11,3200
31518,133,Multi-Volume Encyclopedia Set,Books,5,02-01-2025,11:13:59,3400
49353,133,Multi-Volume Encyclopedia Set,Books,1,02-01-2025,14:35:59,3400
12693,134,True Wireless Earbuds (TWS),Electronics,1,02-01-2025,12:23:36,3500
55453,140,Portable Bluetooth Speaker,Electronics,4,02-01-2025,11:06:42,4100
40818,154,Leather Crossbody Handbag,Fashion,3,02-01-2025,10:19:41,5500
42562,160,Handcrafted Wooden Study Table,Furniture,5,02-01-2025,14:00:42,6100
58702,164,Modern Upholstered Armchair,Furniture,2,02-01-2025,11:26:24,6500
16374,168,Organic Skincare Routine Hamper,Beauty,4,02-01-2025,11:51:52,6900
11306,168,Organic Skincare Routine Hamper,Beauty,3,02-01-2025,13:23:24,6900
39320,169,Commercial Grade Punching Bag Set,Sports,1,02-01-2025,13:50:40,7000
37251,192,Suede Ankle Boots,Shoes,3,02-01-2025,13:32:19,9300
13627,200,Complete Medical Encyclopedia Set,Books,5,02-01-2025,12:37:37,10100
54020,203,Dive Watch 200m Water Resistant,Watches,4,02-01-2025,12:20:53,10400
56699,211,Modern Accent Armchair,Furniture,2,02-01-2025,12:36:03,11200
45222,214,Ruby Pendant in Sterling Silver,Jewellery,1,02-01-2025,10:09:41,11500
23773,219,Heavy Duty Squat Rack Stand,Sports,1,02-01-2025,10:47:51,12000
21837,238,Salon Laser Hair Removal Device,Beauty,3,02-01-2025,10:13:07,13900
31976,243,Sapphire Crystal Dress Watch,Watches,5,02-01-2025,13:07:25,14400
40303,251,Marble Top Side Table,Furniture,5,02-01-2025,14:26:22,15200
24820,253,Mechanical Skeleton Dial Watch,Watches,4,02-01-2025,11:44:25,15400
15258,259,Inflatable Stand-Up Paddleboard,Sports,5,02-01-2025,09:12:42,16000
52557,277,Hand-Carved Wooden Trunk,Home Decor,4,02-01-2025,12:18:30,17800
13561,286,Designer Velvet Jacket,Fashion,1,02-01-2025,09:42:59,18700
23067,295,High-Frame-Rate Action Camera,Electronics,1,02-01-2025,10:03:58,19600
18110,308,High-Tech Ultrasonic Skincare System,Beauty,3,02-01-2025,10:45:28,20900
33599,314,Emerald Cut Solitaire Ring,Jewellery,4,02-01-2025,10:07:39,21500
27412,321,Solid Wood Sideboard Cabinet,Furniture,2,02-01-2025,10:55:30,22200
52941,321,Solid Wood Sideboard Cabinet,Furniture,2,02-01-2025,12:51:01,22200
53585,332,Handcrafted Exotic Leather Shoes,Shoes,1,02-01-2025,12:10:28,23300
36105,339,Heavy-Duty Elliptical Trainer,Sports,2,02-01-2025,13:01:12,24000
54262,342,Carbon-Fiber Running Shoes,Shoes,1,02-01-2025,13:12:01,24300
50342,343,Moonphase Complication Watch,Watches,1,02-01-2025,11:48:08,24400
23545,353,Skeleton Automatic Watch,Watches,4,02-01-2025,14:02:58,25400
58033,354,Diamond Heart Pendant,Jewellery,2,02-01-2025,10:05:12,25500
56576,383,Swiss Quartz Chronograph Watch,Watches,5,02-01-2025,14:31:11,28400
44766,403,Automatic Pilot Watch,Watches,2,02-01-2025,14:10:04,30400
23986,408,Professional Hair Spa System,Beauty,1,02-01-2025,09:28:52,30900
39723,409,Smart Cardio Machine,Sports,2,02-01-2025,12:30:33,31000
57716,412,Custom Molded Leather Shoes,Shoes,4,02-01-2025,10:44:28,31300
27675,412,Custom Molded Leather Shoes,Shoes,5,02-01-2025,14:38:30,31300
12027,417,Large Marble Statue,Home Decor,2,02-01-2025,09:00:00,31800
17994,421,Oak Wood Executive Desk,Furniture,3,02-01-2025,14:15:47,32200
10663,438,Laser Skin Therapy Device,Beauty,3,02-01-2025,14:06:44,33900
18392,443,Skeleton Dial Swiss Watch,Watches,3,02-01-2025,09:59:16,34400
32361,443,Skeleton Dial Swiss Watch,Watches,2,02-01-2025,11:19:53,34400
40080,443,Skeleton Dial Swiss Watch,Watches,5,02-01-2025,13:21:35,34400
41968,449,Commercial Rowing Machine,Sports,4,02-01-2025,13:56:15,35000
36854,450,Historical Document Box Set,Books,2,02-01-2025,09:48:09,35100
31834,453,Automatic Chronograph Sports Watch,Watches,3,02-01-2025,12:52:05,35400
13304,475,4K Smart Laser TV,Electronics,2,02-01-2025,14:27:56,37600
48660,477,Handwoven Persian Carpet,Home Decor,2,02-01-2025,09:37:43,37800
25707,478,RF Skin Care Station,Beauty,1,02-01-2025,13:04:34,37900
32403,497,Hand-Carved Wooden Cabinet,Home Decor,3,02-01-2025,11:35:46,39800
53689,498,Professional RF Facial Machine,Beauty,1,02-01-2025,12:15:48,39900
35446,502,Custom Molded Leather Boots,Shoes,3,02-01-2025,11:08:04,40300
35939,509,Smart Elliptical Machine,Sports,4,02-01-2025,12:42:03,41000
32299,514,Sapphire & Diamond Ring,Jewellery,2,02-01-2025,12:07:18,41500
31959,519,Smart Incline Exercise Bike,Sports,3,02-01-2025,13:44:29,42000
33419,524,Emerald Gold Earrings,Jewellery,5,02-01-2025,11:22:03,42500
32002,533,GMT Automatic Swiss Watch,Watches,4,02-01-2025,09:18:12,43400
43159,544,Diamond Tennis Bracelet,Jewellery,1,02-01-2025,09:26:21,44500
37266,557,Marble Sculpture Art Piece,Home Decor,5,02-01-2025,10:49:59,45800
26198,564,Sapphire Drop Earrings,Jewellery,2,02-01-2025,11:57:20,46500
33776,579,Commercial Functional Trainer Gym,Sports,4,02-01-2025,13:17:19,48000
50294,586,Tailored Leather Jacket,Fashion,1,02-01-2025,13:38:48,48700
32662,589,Smart Treadmill Workstation,Sports,2,02-01-2025,09:55:15,49000
15056,596,Designer Cashmere Coat,Fashion,4,02-01-2025,10:37:24,49700
16910,602,Custom Italian Leather Boots,Shoes,1,02-01-2025,11:02:45,50300
40535,605,Ultra HD 8K Smart TV,Electronics,4,02-01-2025,10:00:58,50600
52530,609,Commercial Smart Incline Treadmill,Sports,5,02-01-2025,10:35:54,51000
59080,614,Sapphire & Diamond Drop Earrings,Jewellery,4,02-01-2025,12:19:31,51500
55151,615,Full-Frame Cinema Camera Body,Electronics,5,02-01-2025,11:29:51,51600
11678,621,Solid Teak Wood Dining Table (8-Seater),Furniture,3,02-01-2025,11:53:58,52200
24039,628,Spa Skincare Treatment Machine,Beauty,3,02-01-2025,10:15:01,52900
20965,637,Handcrafted Teak Floor Standing Mirror,Home Decor,4,02-01-2025,10:27:33,53800
42482,637,Handcrafted Teak Floor Standing Mirror,Home Decor,3,02-01-2025,10:42:58,53800
34538,658,Salon RF Skincare Station Device,Beauty,3,02-01-2025,10:30:28,55900
13748,666,Tailored Designer Leather Coat,Fashion,2,02-01-2025,13:52:38,56700
19474,669,Commercial Incline Treadmill Machine,Sports,5,02-01-2025,13:33:34,57000
54417,678,Professional RF Beauty Treatment Device,Beauty,3,02-01-2025,14:42:32,57900
37890,684,Diamond Solitaire Ring in Platinum,Jewellery,1,02-01-2025,12:03:00,58500
51523,685,Full-Frame Mirrorless Camera Studio Kit,Electronics,4,02-01-2025,11:28:38,58600
22666,689,Smart Electric Mountain Bicycle Unit,Sports,3,02-01-2025,09:31:51,59000
43270,690,Leather Bound Literature Anthology Set,Books,3,02-01-2025,11:00:02,59100
29115,693,Ceramic Bezel Swiss Automatic Watch,Watches,1,02-01-2025,10:21:39,59400
58925,694,Ruby & Diamond Ring in Gold,Jewellery,2,02-01-2025,12:46:18,59500
12695,708,Clinical Skincare Laser System,Beauty,3,02-01-2025,09:05:23,60900
43827,710,Historic Document Collection Set Vol. 2,Books,5,02-01-2025,11:55:24,61100
28047,710,Historic Document Collection Set Vol. 2,Books,4,02-01-2025,12:56:53,61100
38021,718,Spa RF Skincare Machine,Beauty,5,02-01-2025,14:21:15,61900
20230,724,Sapphire Gemstone Ring in Gold,Jewellery,5,02-01-2025,13:03:12,62500
39467,726,Tailored Silk Sherwani Suit,Fashion,5,02-01-2025,12:27:02,62700
11154,113,Resistance Bands Set,Sports,3,03-01-2025,13:38:23,1400
51106,118,Premium Skincare Gift Set,Beauty,2,03-01-2025,11:29:25,1900
11802,122,Mesh Running Shoes,Shoes,2,03-01-2025,12:02:33,2300
35184,123,Hard Shell Travel Suitcase,Fashion,4,03-01-2025,10:52:54,2400
10197,125,Wooden Folding Side Table,Furniture,2,03-01-2025,10:32:55,2600
26646,127,Professional Hair Dryer,Beauty,4,03-01-2025,12:38:08,2800
59811,145,Modern Metal Wall Clock,Home Decor,3,03-01-2025,11:16:42,4600
35199,147,Hybrid Smartwatch,Watches,2,03-01-2025,12:47:12,4800
39855,155,Automatic Self-Winding Watch,Watches,5,03-01-2025,13:18:10,5600
10854,157,Traditional Brass Idol Decor,Home Decor,5,03-01-2025,09:35:14,5800
22874,162,High-End Facial LED Mask,Beauty,3,03-01-2025,13:56:57,6300
36736,163,Waterproof Outdoor Hiking Boots,Shoes,2,03-01-2025,09:20:45,6400
31919,164,Modern Upholstered Armchair,Furniture,5,03-01-2025,10:01:22,6500
39299,168,Organic Skincare Routine Hamper,Beauty,3,03-01-2025,13:55:24,6900
17400,185,HD LED Monitor (24-inch),Electronics,5,03-01-2025,13:27:16,8600
14499,204,Sapphire Stud Earrings,Jewellery,2,03-01-2025,13:43:54,10500
50545,206,Tailored Tuxedo Suit,Fashion,4,03-01-2025,10:28:04,10700
54357,208,Microdermabrasion At-Home Kit,Beauty,2,03-01-2025,11:05:34,10900
12327,230,Specialized Architectural Reference Collection,Books,2,03-01-2025,10:23:40,13100
35342,236,Embroidered Designer Sherwani,Fashion,3,03-01-2025,10:16:44,13700
47157,238,Salon Laser Hair Removal Device,Beauty,4,03-01-2025,10:17:45,13900
57011,240,Rare Out-of-Print Science Box Set,Books,2,03-01-2025,11:22:14,14100
36370,241,Executive Leather Office Chair,Furniture,4,03-01-2025,11:13:57,14200
36309,245,Ultra-Wide Curved Gaming Monitor,Electronics,2,03-01-2025,09:58:23,14600
16546,251,Marble Top Side Table,Furniture,2,03-01-2025,11:23:32,15200
58354,266,Silk Evening Gown,Fashion,4,03-01-2025,14:13:23,16700
42711,270,Complete Illustrated Science Library,Books,2,03-01-2025,14:01:50,17100
11734,275,Portable Video Projector,Electronics,1,03-01-2025,11:38:41,17600
48191,277,Hand-Carved Wooden Trunk,Home Decor,1,03-01-2025,13:05:23,17800
16295,277,Hand-Carved Wooden Trunk,Home Decor,4,03-01-2025,13:45:12,17800
44698,281,Recliner Armchair in Fabric,Furniture,4,03-01-2025,10:38:48,18200
25708,287,Large Hand-Woven Persian Style Carpet,Home Decor,2,03-01-2025,11:08:11,18800
57025,288,Cryotherapy Facial Spa Device,Beauty,2,03-01-2025,12:15:08,18900
30080,305,High-End Wireless Noise-Cancelling Headphones,Electronics,3,03-01-2025,09:08:27,20600
22183,308,High-Tech Ultrasonic Skincare System,Beauty,5,03-01-2025,13:50:06,20900
47505,317,Hand-Blown Glass Chandelier,Home Decor,4,03-01-2025,09:30:00,21800
55936,317,Hand-Blown Glass Chandelier,Home Decor,4,03-01-2025,12:55:22,21800
28227,320,Rare First Edition Fiction Collection,Books,3,03-01-2025,11:40:19,22100
30666,329,All-Terrain Electric Skateboard,Sports,2,03-01-2025,11:00:48,23000
12811,342,Carbon-Fiber Running Shoes,Shoes,4,03-01-2025,11:18:53,24300
17392,364,Sapphire Stud Gold Earrings,Jewellery,1,03-01-2025,09:41:05,26500
48623,366,Custom Tailored Wedding Tuxedo,Fashion,3,03-01-2025,09:39:15,26700
37848,368,Advanced Anti-Aging Beauty Wand,Beauty,5,03-01-2025,10:55:25,26900
56843,378,Spa Ultrasonic Skincare Station,Beauty,3,03-01-2025,12:40:07,27900
33938,381,Sheesham Dining Set (6-Seater),Furniture,2,03-01-2025,09:00:00,28200
18680,387,Brass Sculptural Floor Lamp,Home Decor,3,03-01-2025,11:42:26,28800
41616,406,Handcrafted Leather Travel Bag,Fashion,3,03-01-2025,13:02:59,30700
52405,409,Smart Cardio Machine,Sports,5,03-01-2025,14:10:09,31000
33078,424,Diamond Eternity Band,Jewellery,4,03-01-2025,11:51:08,32500
56717,425,Professional Studio Camera Lens,Electronics,4,03-01-2025,09:45:28,32600
52107,430,Illustrated Rare Science Monograph,Books,2,03-01-2025,10:56:26,33100
40306,448,Advanced Beauty Treatment System,Beauty,5,03-01-2025,12:32:28,34900
38673,463,Swiss Sapphire Automatic Watch,Watches,5,03-01-2025,09:26:16,36400
14931,467,Marble Table Lamp Set,Home Decor,1,03-01-2025,10:03:12,36800
25087,477,Handwoven Persian Carpet,Home Decor,4,03-01-2025,10:46:05,37800
18120,478,RF Skin Care Station,Beauty,1,03-01-2025,12:10:38,37900
15539,481,Oak Wood Dining Set,Furniture,3,03-01-2025,14:06:06,38200
26371,482,Custom Leather Shoes,Shoes,2,03-01-2025,12:53:00,38300
54215,492,Italian Calfskin Boots,Shoes,4,03-01-2025,10:10:49,39300
44754,499,Commercial Gym Functional Trainer,Sports,5,03-01-2025,11:24:34,40000
56645,506,Tailored Cashmere Coat,Fashion,4,03-01-2025,09:33:34,40700
21111,516,Pure Silk Tailored Suit,Fashion,4,03-01-2025,11:57:17,41700
30932,520,Leather Bound Encyclopedia Set,Books,4,03-01-2025,13:15:54,42100
50772,533,GMT Automatic Swiss Watch,Watches,1,03-01-2025,10:27:01,43400
22688,543,Skeleton Dial Titanium Watch,Watches,2,03-01-2025,10:12:52,44400
31918,548,Professional Skincare Console,Beauty,5,03-01-2025,12:26:08,44900
18155,561,Sheesham Wood Dining Set,Furniture,3,03-01-2025,12:07:18,46200
12911,578,Professional Beauty Therapy Device,Beauty,1,03-01-2025,11:37:14,47900
33664,579,Commercial Functional Trainer Gym,Sports,5,03-01-2025,09:01:39,48000
47504,595,Full-Frame Cinema Camera Kit,Electronics,2,03-01-2025,11:58:54,49600
53016,631,Sheesham Wood Dining Set (8-Seater),Furniture,4,03-01-2025,13:23:46,53200
40206,640,Rare History Collection Set Vol. 2,Books,4,03-01-2025,11:26:04,54100
57357,646,Tailored Silk Evening Suit,Fashion,4,03-01-2025,13:10:05,54700
37728,648,Professional Beauty Treatment Machine,Beauty,4,03-01-2025,09:13:47,54900
21835,656,Pure Cashmere Tailored Overcoat,Fashion,3,03-01-2025,12:54:09,55700
29360,657,Persian Handwoven Wool Area Rug,Home Decor,3,03-01-2025,11:43:38,55800
51976,657,Persian Handwoven Wool Area Rug,Home Decor,4,03-01-2025,12:50:32,55800
34548,663,GMT Automatic Swiss Steel Watch,Watches,2,03-01-2025,09:37:07,56400
17158,670,Historic Book Collection Folio,Books,2,03-01-2025,13:22:00,57100
52642,673,Swiss Automatic Diving Chronograph,Watches,5,03-01-2025,13:29:06,57400
33509,678,Professional RF Beauty Treatment Device,Beauty,3,03-01-2025,10:35:38,57900
31556,682,Custom Italian Leather Dress Boots,Shoes,3,03-01-2025,09:50:38,58300
15759,682,Custom Italian Leather Dress Boots,Shoes,5,03-01-2025,11:49:08,58300
42970,690,Leather Bound Literature Anthology Set,Books,5,03-01-2025,10:07:11,59100
21411,692,Italian Calfskin Leather Boots,Shoes,4,03-01-2025,11:31:44,59300
28343,692,Italian Calfskin Leather Boots,Shoes,1,03-01-2025,11:45:02,59300
41065,695,Professional Studio Cinema Camera Setup,Electronics,3,03-01-2025,12:41:32,59600
25151,705,High-End Workstation PC System,Electronics,4,03-01-2025,13:33:21,60600
12049,706,Tailored Cashmere Long Coat,Fashion,3,03-01-2025,13:00:46,60700
49384,709,Commercial Treadmill Workstation,Sports,4,03-01-2025,12:11:59,61000
57323,715,Full-Frame Mirrorless Studio Camera Body,Electronics,3,03-01-2025,09:31:00,61600
11636,718,Spa RF Skincare Machine,Beauty,2,03-01-2025,09:07:26,61900
48559,721,Teak Wood Recliner Sofa Set,Furniture,2,03-01-2025,09:52:47,62200
12557,728,Professional Beauty Laser System,Beauty,2,03-01-2025,14:18:30,62900
45153,734,Diamond Eternity Band in Gold,Jewellery,3,03-01-2025,11:55:44,63500
54542,738,Spa RF Facial Skincare Station,Beauty,5,03-01-2025,10:42:46,63900
30445,741,Solid Teak Wood Sofa Set (5-Seater),Furniture,4,03-01-2025,12:29:45,64200
59850,742,Custom Leather Dress Boots Set,Shoes,5,03-01-2025,09:18:05,64300
57254,743,Swiss Automatic Diving Watch Unit,Watches,2,03-01-2025,12:21:00,64400
32671,747,Persian Handwoven Area Carpet,Home Decor,4,03-01-2025,10:48:50,64800
14735,115,Hardcover Photography Book,Books,4,04-01-2025,10:13:51,1600
14555,117,Minimalist Quartz Analogue Watch,Watches,2,04-01-2025,10:22:36,1800
24373,118,Premium Skincare Gift Set,Beauty,3,04-01-2025,10:47:20,1900
32399,137,Professional Hair Straightener,Beauty,1,04-01-2025,10:02:10,3800
16102,142,Trail Running Shoes,Shoes,5,04-01-2025,12:59:08,4300
13420,144,Luxury Perfume Gift Pack,Beauty,4,04-01-2025,12:26:05,4500
42635,147,Hybrid Smartwatch,Watches,3,04-01-2025,12:17:10,4800
54064,153,Rare Collector's Art Book Set,Books,5,04-01-2025,10:18:20,5400
21969,159,Gold-Plated Kundan Bridal Jewellery Set,Jewellery,5,04-01-2025,09:24:09,6000
12869,161,Noise-Cancelling Over-Ear Headphones,Electronics,3,04-01-2025,09:29:05,6200
29830,167,Ceramic Dinnerware Set (24-Piece),Home Decor,4,04-01-2025,10:36:35,6800
17455,172,Waterproof Waterproof Golf Shoes,Shoes,5,04-01-2025,13:39:50,7300
51919,174,Cubic Zirconia Tennis Bracelet,Jewellery,3,04-01-2025,11:29:20,7500
50447,180,Leather-Bound Classic Literature Anthology,Books,2,04-01-2025,11:52:53,8100
15600,184,Silver Choker Necklace,Jewellery,3,04-01-2025,11:31:08,8500
15895,191,Ergonomic Height-Adjustable Desk Frame,Furniture,3,04-01-2025,11:01:11,9200
53525,194,Gemstone Cocktail Ring,Jewellery,3,04-01-2025,12:10:39,9500
29190,197,Large Hand-Painted Canvas Art,Home Decor,4,04-01-2025,14:44:12,9800
57202,198,Anti-Aging LED Light Therapy Device,Beauty,5,04-01-2025,12:15:30,9900
56760,205,Mirrorless Camera Prime Lens,Electronics,2,04-01-2025,09:30:41,10600
27453,206,Tailored Tuxedo Suit,Fashion,1,04-01-2025,12:05:32,10700
48210,226,Pure Wool Overcoat,Fashion,1,04-01-2025,13:26:02,12700
47410,228,Professional Makeup Artist Case with LED,Beauty,5,04-01-2025,11:46:08,12900
38643,243,Sapphire Crystal Dress Watch,Watches,5,04-01-2025,09:33:47,14400
19007,244,Sterling Silver Bangle Set,Jewellery,4,04-01-2025,11:42:59,14500
20677,245,Ultra-Wide Curved Gaming Monitor,Electronics,1,04-01-2025,10:57:04,14600
